text,category,gender,sleeve,season,fit,color,price
"Mẫu Quần jeans nữ không tay, ôm, màu đỏ, phong cách thời trang mùa xuân, giá bán hơn 1 triệu.",Quần jeans,nữ,không tay,mùa xuân,ôm,màu đỏ,hơn 1 triệu
"Mẫu Váy maxi nam tay dài, dáng suông, màu đen, phong cách thời trang mùa xuân, giá bán 800 nghìn.",Váy maxi,nam,tay dài,mùa xuân,dáng suông,màu đen,800 nghìn
"Chiếc Váy dành cho nữ kiểu không tay, màu màu xám, mặc mùa hè rất thoải mái, giá 500 nghìn.",Váy,nữ,không tay,mùa hè,slim,màu xám,500 nghìn
"Quần short unisex kiểu rộng màu vàng, thiết kế hợp xu hướng, dùng được quanh năm, giá hơn 1 triệu.",Quần short,unisex,không tay,quanh năm,rộng,màu vàng,hơn 1 triệu
"Mẫu Quần short unisex tay ngắn, regular, màu tím, phong cách thời trang mùa thu, giá bán 300 nghìn.",Quần short,unisex,tay ngắn,mùa thu,regular,màu tím,300 nghìn
"Áo khoác nữ kiểu dáng rộng màu be, thiết kế hợp xu hướng, dùng được mùa đông, giá 400 nghìn.",Áo khoác,nữ,tay dài,mùa đông,dáng rộng,màu be,400 nghìn
"Mẫu Váy nữ tay ngắn, dáng suông, màu tím, phong cách thời trang mùa đông, giá bán 500 nghìn.",Váy,nữ,tay ngắn,mùa đông,dáng suông,màu tím,500 nghìn
"Mẫu Váy nữ không tay, ôm, màu đen, phong cách thời trang mùa xuân, giá bán hơn 600k.",Váy,nữ,không tay,mùa xuân,ôm,màu đen,hơn 600k
"Chiếc Áo sơ mi dành cho unisex kiểu tay lửng, màu hoa nhí, mặc mùa thu rất thoải mái, giá hơn 600k.",Áo sơ mi,unisex,tay lửng,mùa thu,slim,hoa nhí,hơn 600k
"Áo khoác nữ tay dài màu hồng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 700 nghìn.",Áo khoác,nữ,tay dài,mùa đông,dáng suông,màu hồng,700 nghìn
"Áo sơ mi nam kiểu dáng suông màu hồng, thiết kế hợp xu hướng, dùng được mùa xuân, giá 800 nghìn.",Áo sơ mi,nam,tay lửng,mùa xuân,dáng suông,màu hồng,800 nghìn
"Áo thun unisex kiểu dáng rộng màu xám, thiết kế hợp xu hướng, dùng được mùa xuân, giá 1 triệu rưỡi.",Áo thun,unisex,tay dài,mùa xuân,dáng rộng,màu xám,1 triệu rưỡi
"Áo sơ mi nam tay ngắn dáng rộng hoa nhí, dễ phối đồ, hợp cho mùa hè, chỉ 700 nghìn.",Áo sơ mi,nam,tay ngắn,mùa hè,dáng rộng,hoa nhí,700 nghìn
"Váy unisex không tay ôm màu hồng, dễ phối đồ, hợp cho mùa đông, chỉ 400 nghìn.",Váy,unisex,không tay,mùa đông,ôm,màu hồng,400 nghìn
"Áo hoodie nam tay ngắn rộng màu đỏ, dễ phối đồ, hợp cho mùa thu, chỉ 300 nghìn.",Áo hoodie,nam,tay ngắn,mùa thu,rộng,màu đỏ,300 nghìn
"Áo khoác nam tay lửng dáng suông màu hồng, dễ phối đồ, hợp cho mùa xuân, chỉ 500 nghìn.",Áo khoác,nam,tay lửng,mùa xuân,dáng suông,màu hồng,500 nghìn
"Váy nam kiểu dáng rộng màu xám, thiết kế hợp xu hướng, dùng được mùa thu, giá 300 nghìn.",Váy,nam,không tay,mùa thu,dáng rộng,màu xám,300 nghìn
"Áo sơ mi nữ tay lửng ôm màu xanh, dễ phối đồ, hợp cho mùa thu, chỉ hơn 1 triệu.",Áo sơ mi,nữ,tay lửng,mùa thu,ôm,màu xanh,hơn 1 triệu
"Mẫu Áo thun nữ tay lửng, dáng suông, màu be, phong cách thời trang mùa xuân, giá bán 800 nghìn.",Áo thun,nữ,tay lửng,mùa xuân,dáng suông,màu be,800 nghìn
"Chiếc Áo thun dành cho unisex kiểu tay dài, màu màu tím, mặc mùa đông rất thoải mái, giá 800 nghìn.",Áo thun,unisex,tay dài,mùa đông,dáng suông,màu tím,800 nghìn
"Chiếc Áo hoodie dành cho nữ kiểu không tay, màu màu vàng, mặc mùa thu rất thoải mái, giá hơn 1 triệu.",Áo hoodie,nữ,không tay,mùa thu,slim,màu vàng,hơn 1 triệu
"Áo sơ mi unisex không tay màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 1 triệu.",Áo sơ mi,unisex,không tay,mùa đông,rộng,màu be,1 triệu
"Váy maxi unisex tay dài màu xám, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng hơn 600k.",Váy maxi,unisex,tay dài,mùa xuân,dáng rộng,màu xám,hơn 600k
"Mẫu Quần short unisex tay lửng, dáng rộng, màu vàng, phong cách thời trang quanh năm, giá bán 200 nghìn.",Quần short,unisex,tay lửng,quanh năm,dáng rộng,màu vàng,200 nghìn
"Váy maxi nữ tay ngắn màu tím, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 300 nghìn.",Váy maxi,nữ,tay ngắn,quanh năm,dáng rộng,màu tím,300 nghìn
"Váy nữ tay dài regular màu trắng, dễ phối đồ, hợp cho mùa đông, chỉ dưới 200k.",Váy,nữ,tay dài,mùa đông,regular,màu trắng,dưới 200k
"Quần short unisex tay lửng màu đỏ, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 700 nghìn.",Quần short,unisex,tay lửng,mùa xuân,slim,màu đỏ,700 nghìn
"Chiếc Váy dành cho unisex kiểu không tay, màu màu vàng, mặc mùa thu rất thoải mái, giá 800 nghìn.",Váy,unisex,không tay,mùa thu,slim,màu vàng,800 nghìn
"Chiếc Áo sơ mi dành cho nữ kiểu tay ngắn, màu màu vàng, mặc mùa xuân rất thoải mái, giá hơn 1 triệu.",Áo sơ mi,nữ,tay ngắn,mùa xuân,ôm,màu vàng,hơn 1 triệu
"Mẫu Áo sơ mi nam tay lửng, dáng suông, màu vàng, phong cách thời trang quanh năm, giá bán hơn 1 triệu.",Áo sơ mi,nam,tay lửng,quanh năm,dáng suông,màu vàng,hơn 1 triệu
"Quần short unisex tay lửng slim màu hồng, dễ phối đồ, hợp cho quanh năm, chỉ dưới 200k.",Quần short,unisex,tay lửng,quanh năm,slim,màu hồng,dưới 200k
"Mẫu Váy maxi nữ tay ngắn, rộng, màu vàng, phong cách thời trang mùa hè, giá bán dưới 200k.",Váy maxi,nữ,tay ngắn,mùa hè,rộng,màu vàng,dưới 200k
"Mẫu Quần jeans nam tay ngắn, rộng, màu xanh, phong cách thời trang mùa thu, giá bán hơn 600k.",Quần jeans,nam,tay ngắn,mùa thu,rộng,màu xanh,hơn 600k
"Quần short nam tay ngắn slim màu hồng, dễ phối đồ, hợp cho quanh năm, chỉ 200 nghìn.",Quần short,nam,tay ngắn,quanh năm,slim,màu hồng,200 nghìn
"Mẫu Váy unisex tay dài, dáng rộng, màu đỏ, phong cách thời trang quanh năm, giá bán 300 nghìn.",Váy,unisex,tay dài,quanh năm,dáng rộng,màu đỏ,300 nghìn
"Váy maxi unisex kiểu rộng màu be, thiết kế hợp xu hướng, dùng được mùa đông, giá 700 nghìn.",Váy maxi,unisex,tay ngắn,mùa đông,rộng,màu be,700 nghìn
"Váy maxi unisex tay lửng dáng rộng màu xanh, dễ phối đồ, hợp cho mùa xuân, chỉ 500 nghìn.",Váy maxi,unisex,tay lửng,mùa xuân,dáng rộng,màu xanh,500 nghìn
"Chiếc Váy dành cho unisex kiểu tay dài, màu hoa nhí, mặc quanh năm rất thoải mái, giá 800 nghìn.",Váy,unisex,tay dài,quanh năm,dáng suông,hoa nhí,800 nghìn
"Áo thun nữ tay ngắn slim màu xám, dễ phối đồ, hợp cho quanh năm, chỉ dưới 200k.",Áo thun,nữ,tay ngắn,quanh năm,slim,màu xám,dưới 200k
"Áo khoác nữ tay dài màu xám, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng hơn 1 triệu.",Áo khoác,nữ,tay dài,mùa thu,slim,màu xám,hơn 1 triệu
"Mẫu Quần short nữ tay lửng, rộng, màu hồng, phong cách thời trang mùa đông, giá bán dưới 200k.",Quần short,nữ,tay lửng,mùa đông,rộng,màu hồng,dưới 200k
"Áo hoodie nữ kiểu dáng rộng màu tím, thiết kế hợp xu hướng, dùng được mùa xuân, giá 400 nghìn.",Áo hoodie,nữ,tay ngắn,mùa xuân,dáng rộng,màu tím,400 nghìn
"Quần jeans nữ kiểu rộng hoa nhí, thiết kế hợp xu hướng, dùng được mùa hè, giá 200 nghìn.",Quần jeans,nữ,tay dài,mùa hè,rộng,hoa nhí,200 nghìn
"Áo thun nữ tay dài màu xám, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 1 triệu.",Áo thun,nữ,tay dài,mùa hè,dáng rộng,màu xám,1 triệu
"Áo hoodie unisex không tay ôm hoa nhí, dễ phối đồ, hợp cho mùa đông, chỉ 200 nghìn.",Áo hoodie,unisex,không tay,mùa đông,ôm,hoa nhí,200 nghìn
"Áo sơ mi unisex tay dài ôm màu xanh, dễ phối đồ, hợp cho mùa thu, chỉ 300 nghìn.",Áo sơ mi,unisex,tay dài,mùa thu,ôm,màu xanh,300 nghìn
"Áo khoác nam kiểu dáng suông màu vàng, thiết kế hợp xu hướng, dùng được mùa thu, giá dưới 200k.",Áo khoác,nam,tay lửng,mùa thu,dáng suông,màu vàng,dưới 200k
"Mẫu Quần jeans nam tay ngắn, regular, màu hồng, phong cách thời trang mùa hè, giá bán 200 nghìn.",Quần jeans,nam,tay ngắn,mùa hè,regular,màu hồng,200 nghìn
"Váy maxi nữ kiểu regular màu tím, thiết kế hợp xu hướng, dùng được mùa thu, giá 1 triệu.",Váy maxi,nữ,tay dài,mùa thu,regular,màu tím,1 triệu
"Quần jeans nam tay ngắn màu tím, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 200 nghìn.",Quần jeans,nam,tay ngắn,quanh năm,dáng rộng,màu tím,200 nghìn
"Quần short nữ tay dài dáng suông màu trắng, dễ phối đồ, hợp cho quanh năm, chỉ hơn 600k.",Quần short,nữ,tay dài,quanh năm,dáng suông,màu trắng,hơn 600k
"Váy maxi nữ tay dài slim hoa nhí, dễ phối đồ, hợp cho quanh năm, chỉ 500 nghìn.",Váy maxi,nữ,tay dài,quanh năm,slim,hoa nhí,500 nghìn
"Quần short nữ kiểu dáng suông màu vàng, thiết kế hợp xu hướng, dùng được mùa hè, giá 1 triệu.",Quần short,nữ,tay dài,mùa hè,dáng suông,màu vàng,1 triệu
"Váy maxi nữ kiểu dáng rộng màu be, thiết kế hợp xu hướng, dùng được quanh năm, giá 400 nghìn.",Váy maxi,nữ,tay ngắn,quanh năm,dáng rộng,màu be,400 nghìn
"Váy unisex tay dài màu be, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 1 triệu rưỡi.",Váy,unisex,tay dài,mùa hè,dáng rộng,màu be,1 triệu rưỡi
"Áo hoodie unisex kiểu ôm màu đen, thiết kế hợp xu hướng, dùng được mùa xuân, giá 1 triệu.",Áo hoodie,unisex,không tay,mùa xuân,ôm,màu đen,1 triệu
"Áo thun unisex tay dài màu xanh, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 1 triệu.",Áo thun,unisex,tay dài,mùa xuân,slim,màu xanh,1 triệu
"Váy nam tay lửng regular màu đen, dễ phối đồ, hợp cho quanh năm, chỉ dưới 200k.",Váy,nam,tay lửng,quanh năm,regular,màu đen,dưới 200k
"Áo sơ mi nam tay ngắn màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 700 nghìn.",Áo sơ mi,nam,tay ngắn,mùa đông,regular,màu be,700 nghìn
"Váy unisex kiểu dáng rộng màu trắng, thiết kế hợp xu hướng, dùng được mùa đông, giá 800 nghìn.",Váy,unisex,tay lửng,mùa đông,dáng rộng,màu trắng,800 nghìn
"Quần short nữ kiểu dáng rộng màu trắng, thiết kế hợp xu hướng, dùng được mùa xuân, giá 300 nghìn.",Quần short,nữ,tay ngắn,mùa xuân,dáng rộng,màu trắng,300 nghìn
"Áo sơ mi unisex kiểu ôm màu trắng, thiết kế hợp xu hướng, dùng được mùa xuân, giá hơn 600k.",Áo sơ mi,unisex,tay dài,mùa xuân,ôm,màu trắng,hơn 600k
"Chiếc Quần jeans dành cho nữ kiểu tay lửng, màu màu trắng, mặc mùa thu rất thoải mái, giá hơn 1 triệu.",Quần jeans,nữ,tay lửng,mùa thu,regular,màu trắng,hơn 1 triệu
"Áo khoác unisex tay ngắn hoa nhí, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng hơn 1 triệu.",Áo khoác,unisex,tay ngắn,quanh năm,dáng rộng,hoa nhí,hơn 1 triệu
"Áo khoác unisex kiểu regular màu đỏ, thiết kế hợp xu hướng, dùng được mùa đông, giá dưới 200k.",Áo khoác,unisex,tay lửng,mùa đông,regular,màu đỏ,dưới 200k
"Mẫu Áo hoodie nam tay dài, ôm, màu xám, phong cách thời trang mùa đông, giá bán 200 nghìn.",Áo hoodie,nam,tay dài,mùa đông,ôm,màu xám,200 nghìn
"Áo hoodie unisex tay lửng màu đen, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 1 triệu.",Áo hoodie,unisex,tay lửng,mùa hè,regular,màu đen,1 triệu
"Chiếc Áo hoodie dành cho unisex kiểu tay dài, màu màu trắng, mặc mùa đông rất thoải mái, giá 200 nghìn.",Áo hoodie,unisex,tay dài,mùa đông,dáng rộng,màu trắng,200 nghìn
"Quần jeans unisex kiểu ôm màu đen, thiết kế hợp xu hướng, dùng được mùa thu, giá dưới 200k.",Quần jeans,unisex,tay lửng,mùa thu,ôm,màu đen,dưới 200k
"Váy maxi unisex kiểu dáng suông màu hồng, thiết kế hợp xu hướng, dùng được mùa xuân, giá 800 nghìn.",Váy maxi,unisex,tay dài,mùa xuân,dáng suông,màu hồng,800 nghìn
"Mẫu Quần short nam tay dài, dáng rộng, màu đỏ, phong cách thời trang mùa đông, giá bán 400 nghìn.",Quần short,nam,tay dài,mùa đông,dáng rộng,màu đỏ,400 nghìn
"Chiếc Áo hoodie dành cho nam kiểu tay dài, màu màu trắng, mặc mùa hè rất thoải mái, giá 400 nghìn.",Áo hoodie,nam,tay dài,mùa hè,ôm,màu trắng,400 nghìn
"Váy maxi nữ tay lửng màu xanh, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 400 nghìn.",Váy maxi,nữ,tay lửng,mùa hè,dáng suông,màu xanh,400 nghìn
"Quần jeans nữ kiểu rộng màu hồng, thiết kế hợp xu hướng, dùng được mùa đông, giá 1 triệu rưỡi.",Quần jeans,nữ,tay dài,mùa đông,rộng,màu hồng,1 triệu rưỡi
"Váy nữ không tay hoa nhí, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 300 nghìn.",Váy,nữ,không tay,quanh năm,rộng,hoa nhí,300 nghìn
"Áo sơ mi nam tay dài màu đỏ, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 400 nghìn.",Áo sơ mi,nam,tay dài,quanh năm,regular,màu đỏ,400 nghìn
"Áo thun unisex kiểu regular màu tím, thiết kế hợp xu hướng, dùng được mùa xuân, giá hơn 1 triệu.",Áo thun,unisex,không tay,mùa xuân,regular,màu tím,hơn 1 triệu
"Áo hoodie nam kiểu dáng rộng màu vàng, thiết kế hợp xu hướng, dùng được quanh năm, giá dưới 200k.",Áo hoodie,nam,tay ngắn,quanh năm,dáng rộng,màu vàng,dưới 200k
"Áo khoác unisex không tay màu xám, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 300 nghìn.",Áo khoác,unisex,không tay,mùa xuân,rộng,màu xám,300 nghìn
"Quần jeans nam tay dài màu đỏ, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 500 nghìn.",Quần jeans,nam,tay dài,mùa hè,slim,màu đỏ,500 nghìn
"Chiếc Quần short dành cho unisex kiểu tay lửng, màu màu trắng, mặc mùa đông rất thoải mái, giá dưới 200k.",Quần short,unisex,tay lửng,mùa đông,slim,màu trắng,dưới 200k
"Áo khoác unisex kiểu rộng màu tím, thiết kế hợp xu hướng, dùng được mùa thu, giá 500 nghìn.",Áo khoác,unisex,tay ngắn,mùa thu,rộng,màu tím,500 nghìn
"Mẫu Quần jeans nữ tay ngắn, slim, màu xanh, phong cách thời trang mùa đông, giá bán hơn 600k.",Quần jeans,nữ,tay ngắn,mùa đông,slim,màu xanh,hơn 600k
"Chiếc Váy maxi dành cho nữ kiểu không tay, màu màu trắng, mặc mùa xuân rất thoải mái, giá hơn 600k.",Váy maxi,nữ,không tay,mùa xuân,dáng rộng,màu trắng,hơn 600k
"Quần jeans nữ tay ngắn màu be, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng hơn 1 triệu.",Quần jeans,nữ,tay ngắn,mùa thu,slim,màu be,hơn 1 triệu
"Chiếc Váy dành cho nữ kiểu tay dài, màu màu xanh, mặc mùa đông rất thoải mái, giá 800 nghìn.",Váy,nữ,tay dài,mùa đông,slim,màu xanh,800 nghìn
"Áo sơ mi nữ không tay màu xám, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng dưới 200k.",Áo sơ mi,nữ,không tay,mùa thu,dáng suông,màu xám,dưới 200k
"Chiếc Quần jeans dành cho nam kiểu tay lửng, màu màu vàng, mặc mùa hè rất thoải mái, giá 1 triệu rưỡi.",Quần jeans,nam,tay lửng,mùa hè,ôm,màu vàng,1 triệu rưỡi
"Áo sơ mi unisex không tay slim màu hồng, dễ phối đồ, hợp cho mùa đông, chỉ 300 nghìn.",Áo sơ mi,unisex,không tay,mùa đông,slim,màu hồng,300 nghìn
"Áo sơ mi unisex tay ngắn màu xám, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 200 nghìn.",Áo sơ mi,unisex,tay ngắn,quanh năm,slim,màu xám,200 nghìn
"Váy maxi nữ tay dài slim màu vàng, dễ phối đồ, hợp cho quanh năm, chỉ 300 nghìn.",Váy maxi,nữ,tay dài,quanh năm,slim,màu vàng,300 nghìn
"Áo hoodie nam tay dài màu tím, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 400 nghìn.",Áo hoodie,nam,tay dài,mùa đông,rộng,màu tím,400 nghìn
"Áo thun nam tay dài ôm màu đỏ, dễ phối đồ, hợp cho mùa đông, chỉ 1 triệu.",Áo thun,nam,tay dài,mùa đông,ôm,màu đỏ,1 triệu
"Chiếc Váy maxi dành cho unisex kiểu tay ngắn, màu màu xanh, mặc quanh năm rất thoải mái, giá hơn 600k.",Váy maxi,unisex,tay ngắn,quanh năm,dáng suông,màu xanh,hơn 600k
"Mẫu Quần jeans nam không tay, ôm, màu be, phong cách thời trang mùa hè, giá bán hơn 1 triệu.",Quần jeans,nam,không tay,mùa hè,ôm,màu be,hơn 1 triệu
"Quần short nữ tay lửng màu be, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 800 nghìn.",Quần short,nữ,tay lửng,mùa đông,dáng suông,màu be,800 nghìn
"Chiếc Váy maxi dành cho unisex kiểu không tay, màu màu vàng, mặc mùa đông rất thoải mái, giá 200 nghìn.",Váy maxi,unisex,không tay,mùa đông,regular,màu vàng,200 nghìn
"Chiếc Áo hoodie dành cho nam kiểu tay lửng, màu hoa nhí, mặc mùa xuân rất thoải mái, giá 300 nghìn.",Áo hoodie,nam,tay lửng,mùa xuân,slim,hoa nhí,300 nghìn
"Chiếc Áo sơ mi dành cho unisex kiểu tay dài, màu màu xám, mặc mùa hè rất thoải mái, giá 200 nghìn.",Áo sơ mi,unisex,tay dài,mùa hè,ôm,màu xám,200 nghìn
"Áo khoác unisex kiểu regular hoa nhí, thiết kế hợp xu hướng, dùng được mùa thu, giá 500 nghìn.",Áo khoác,unisex,không tay,mùa thu,regular,hoa nhí,500 nghìn
"Chiếc Áo sơ mi dành cho nam kiểu tay dài, màu màu be, mặc quanh năm rất thoải mái, giá 700 nghìn.",Áo sơ mi,nam,tay dài,quanh năm,ôm,màu be,700 nghìn
"Áo hoodie nam tay dài màu tím, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 400 nghìn.",Áo hoodie,nam,tay dài,mùa hè,dáng rộng,màu tím,400 nghìn
"Áo khoác nam kiểu slim màu trắng, thiết kế hợp xu hướng, dùng được mùa thu, giá hơn 600k.",Áo khoác,nam,tay dài,mùa thu,slim,màu trắng,hơn 600k
"Váy unisex tay lửng màu xanh, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng hơn 600k.",Váy,unisex,tay lửng,mùa thu,ôm,màu xanh,hơn 600k
"Váy nữ tay dài màu vàng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng hơn 1 triệu.",Váy,nữ,tay dài,mùa đông,slim,màu vàng,hơn 1 triệu
"Áo sơ mi unisex tay dài regular màu tím, dễ phối đồ, hợp cho mùa xuân, chỉ 800 nghìn.",Áo sơ mi,unisex,tay dài,mùa xuân,regular,màu tím,800 nghìn
"Áo khoác nam tay lửng màu trắng, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng dưới 200k.",Áo khoác,nam,tay lửng,mùa thu,rộng,màu trắng,dưới 200k
"Chiếc Áo sơ mi dành cho unisex kiểu tay lửng, màu màu đỏ, mặc mùa đông rất thoải mái, giá 300 nghìn.",Áo sơ mi,unisex,tay lửng,mùa đông,ôm,màu đỏ,300 nghìn
"Chiếc Áo hoodie dành cho nam kiểu không tay, màu màu trắng, mặc mùa đông rất thoải mái, giá 300 nghìn.",Áo hoodie,nam,không tay,mùa đông,dáng suông,màu trắng,300 nghìn
"Áo khoác unisex không tay màu tím, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng dưới 200k.",Áo khoác,unisex,không tay,mùa hè,dáng rộng,màu tím,dưới 200k
"Quần jeans nam kiểu regular màu hồng, thiết kế hợp xu hướng, dùng được mùa hè, giá hơn 600k.",Quần jeans,nam,không tay,mùa hè,regular,màu hồng,hơn 600k
"Chiếc Quần jeans dành cho nữ kiểu không tay, màu màu trắng, mặc mùa hè rất thoải mái, giá 300 nghìn.",Quần jeans,nữ,không tay,mùa hè,regular,màu trắng,300 nghìn
"Váy maxi unisex tay lửng rộng màu be, dễ phối đồ, hợp cho quanh năm, chỉ dưới 200k.",Váy maxi,unisex,tay lửng,quanh năm,rộng,màu be,dưới 200k
"Quần short nam tay lửng dáng suông màu trắng, dễ phối đồ, hợp cho mùa hè, chỉ 700 nghìn.",Quần short,nam,tay lửng,mùa hè,dáng suông,màu trắng,700 nghìn
"Váy nữ không tay slim màu trắng, dễ phối đồ, hợp cho mùa đông, chỉ 1 triệu rưỡi.",Váy,nữ,không tay,mùa đông,slim,màu trắng,1 triệu rưỡi
"Áo khoác nữ kiểu ôm màu xanh, thiết kế hợp xu hướng, dùng được quanh năm, giá hơn 1 triệu.",Áo khoác,nữ,tay dài,quanh năm,ôm,màu xanh,hơn 1 triệu
"Mẫu Quần jeans unisex không tay, slim, màu trắng, phong cách thời trang mùa xuân, giá bán hơn 1 triệu.",Quần jeans,unisex,không tay,mùa xuân,slim,màu trắng,hơn 1 triệu
"Áo thun nữ kiểu ôm màu đỏ, thiết kế hợp xu hướng, dùng được mùa hè, giá 400 nghìn.",Áo thun,nữ,tay dài,mùa hè,ôm,màu đỏ,400 nghìn
"Mẫu Áo sơ mi nam tay ngắn, rộng, màu trắng, phong cách thời trang quanh năm, giá bán 200 nghìn.",Áo sơ mi,nam,tay ngắn,quanh năm,rộng,màu trắng,200 nghìn
"Chiếc Áo khoác dành cho nam kiểu tay ngắn, màu màu xanh, mặc mùa thu rất thoải mái, giá hơn 600k.",Áo khoác,nam,tay ngắn,mùa thu,regular,màu xanh,hơn 600k
"Chiếc Áo hoodie dành cho unisex kiểu tay dài, màu màu hồng, mặc mùa thu rất thoải mái, giá hơn 1 triệu.",Áo hoodie,unisex,tay dài,mùa thu,regular,màu hồng,hơn 1 triệu
"Áo sơ mi nữ kiểu regular màu xanh, thiết kế hợp xu hướng, dùng được mùa thu, giá 200 nghìn.",Áo sơ mi,nữ,không tay,mùa thu,regular,màu xanh,200 nghìn
"Chiếc Áo hoodie dành cho nữ kiểu không tay, màu màu đen, mặc mùa hè rất thoải mái, giá 700 nghìn.",Áo hoodie,nữ,không tay,mùa hè,rộng,màu đen,700 nghìn
"Mẫu Quần jeans unisex không tay, slim, màu tím, phong cách thời trang mùa đông, giá bán hơn 1 triệu.",Quần jeans,unisex,không tay,mùa đông,slim,màu tím,hơn 1 triệu
"Quần jeans unisex tay lửng màu hồng, chất liệu thoáng mát, phù hợp cho mùa hè, giá khoảng 800 nghìn.",Quần jeans,unisex,tay lửng,mùa hè,ôm,màu hồng,800 nghìn
"Chiếc Áo hoodie dành cho nam kiểu tay ngắn, màu màu đỏ, mặc quanh năm rất thoải mái, giá hơn 1 triệu.",Áo hoodie,nam,tay ngắn,quanh năm,regular,màu đỏ,hơn 1 triệu
"Chiếc Quần short dành cho nam kiểu tay lửng, màu màu đen, mặc mùa thu rất thoải mái, giá 300 nghìn.",Quần short,nam,tay lửng,mùa thu,dáng suông,màu đen,300 nghìn
"Váy unisex kiểu ôm màu tím, thiết kế hợp xu hướng, dùng được mùa thu, giá 500 nghìn.",Váy,unisex,tay dài,mùa thu,ôm,màu tím,500 nghìn
"Quần jeans nữ tay dài hoa nhí, chất liệu thoáng mát, phù hợp cho mùa thu, giá khoảng 200 nghìn.",Quần jeans,nữ,tay dài,mùa thu,dáng suông,hoa nhí,200 nghìn
"Áo thun nam kiểu rộng màu đỏ, thiết kế hợp xu hướng, dùng được mùa xuân, giá 200 nghìn.",Áo thun,nam,tay lửng,mùa xuân,rộng,màu đỏ,200 nghìn
"Quần short nữ không tay màu hồng, chất liệu thoáng mát, phù hợp cho mùa xuân, giá khoảng 700 nghìn.",Quần short,nữ,không tay,mùa xuân,slim,màu hồng,700 nghìn
"Quần jeans nữ tay ngắn màu tím, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 1 triệu.",Quần jeans,nữ,tay ngắn,quanh năm,regular,màu tím,1 triệu
"Quần short nữ tay dài regular màu vàng, dễ phối đồ, hợp cho mùa xuân, chỉ 200 nghìn.",Quần short,nữ,tay dài,mùa xuân,regular,màu vàng,200 nghìn
"Áo thun nam tay lửng màu vàng, chất liệu thoáng mát, phù hợp cho mùa đông, giá khoảng 400 nghìn.",Áo thun,nam,tay lửng,mùa đông,regular,màu vàng,400 nghìn
"Chiếc Áo khoác dành cho unisex kiểu tay dài, màu màu xám, mặc mùa xuân rất thoải mái, giá 700 nghìn.",Áo khoác,unisex,tay dài,mùa xuân,regular,màu xám,700 nghìn
"Áo hoodie nữ tay dài dáng rộng màu vàng, dễ phối đồ, hợp cho quanh năm, chỉ 800 nghìn.",Áo hoodie,nữ,tay dài,quanh năm,dáng rộng,màu vàng,800 nghìn
"Mẫu Áo sơ mi nam tay lửng, slim, màu xanh, phong cách thời trang mùa thu, giá bán 200 nghìn.",Áo sơ mi,nam,tay lửng,mùa thu,slim,màu xanh,200 nghìn
"Váy nam tay ngắn màu đỏ, chất liệu thoáng mát, phù hợp cho quanh năm, giá khoảng 400 nghìn.",Váy,nam,tay ngắn,quanh năm,rộng,màu đỏ,400 nghìn
"Áo khoác unisex kiểu ôm màu xám, thiết kế hợp xu hướng, dùng được quanh năm, giá 1 triệu rưỡi.",Áo khoác,unisex,tay lửng,quanh năm,ôm,màu xám,1 triệu rưỡi
"Chiếc Váy dành cho nam kiểu tay dài, màu hoa nhí, mặc mùa hè rất thoải mái, giá 1 triệu.",Váy,nam,tay dài,mùa hè,rộng,hoa nhí,1 triệu
"Mẫu Váy nữ không tay, ôm, hoa nhí, phong cách thời trang mùa xuân, giá bán 1 triệu.",Váy,nữ,không tay,mùa xuân,ôm,hoa nhí,1 triệu
